2022-09-20 23:37:48;B;22.3;0.54
2022-08-14 19:02:31;A;23.8;-0.38
2022-10-15 18:52:27;D;20.3;0.55
2022-03-13 04:24:04;C;23.9;0.78
2022-04-03 01:32:07;A;29.4;-0.43
2022-01-09 01:10:05;D;15.0;0.72
2022-12-26 15:10:56;C;22.2;-0.1
2022-12-03 23:37:08;C;23.8;0.02
2022-01-26 08:48:53;D;21.9;0.71
2022-01-28 00:25:37;C;22.2;0.96
2022-10-09 09:25:09;A;17.8;0.79
2022-01-05 06:51:50;C;23.1;-0.29
2022-11-30 14:18:10;B;23.3;0.46
2022-04-10 17:49:15;A;17.8;-0.18
2022-10-09 06:07:34;A;27.1;0.66
2022-02-07 07:48:21;A;25.9;0.13
2022-11-23 07:56:31;A;16.0;0.36
2022-05-27 06:23:44;A;15.1;0.19
2022-04-11 22:28:28;B;24.1;0.21
2022-01-24 11:04:16;A;28.3;-0.41
2022-08-29 18:16:21;D;24.7;0.18
2022-01-19 11:15:45;A;28.8;0.38
2022-09-05 09:27:23;B;19.1;0.79
2022-07-15 09:04:48;B;21.0;0.45
2022-09-15 07:40:24;B;26.6;0.43
2022-02-16 03:20:34;A;23.1;0.06
2022-06-23 10:07:33;B;20.3;0.98
2022-12-07 10:36:00;C;26.4;-0.36
2022-01-18 20:39:36;A;15.1;0.83
2022-06-23 10:39:13;A;21.9;0.18
2022-07-21 23:19:35;C;21.8;0.94
2022-07-10 14:12:30;B;26.4;0.36
2022-01-24 09:57:33;A;23.1;-0.44
2022-09-25 04:52:01;B;16.9;0.38
2022-07-19 03:22:31;A;23.1;0.6
2022-01-03 04:22:15;D;20.6;0.84
2022-02-19 08:25:48;A;22.9;0.22
2022-12-17 18:12:30;B;17.4;0.3
2022-11-20 15:58:25;D;29.7;0.6
2022-10-22 23:46:24;A;21.6;0.0
2022-07-20 15:51:26;B;24.0;0.33
2022-02-11 04:36:55;A;25.2;0.46
2022-07-12 15:44:48;D;22.5;0.6
2022-11-18 00:22:27;A;27.3;-0.33
2022-01-29 14:26:22;A;17.5;-0.19
2022-02-28 21:59:08;B;16.5;0.32
2022-10-30 01:17:41;B;27.6;-0.39
2022-10-24 12:02:26;B;25.0;0.35
2022-12-14 18:11:46;A;23.8;0.19
2022-02-09 10:39:30;A;27.0;0.78
2022-05-28 02:49:55;B;20.3;-0.39
2022-03-13 10:50:49;B;27.6;0.54
2022-05-17 20:13:56;C;18.7;0.98
2022-12-12 17:31:21;C;25.4;0.74
2022-04-23 06:38:38;C;20.1;0.61
2022-01-29 08:53:19;B;24.2;0.62
2022-06-12 03:33:08;B;29.5;0.66
2022-12-17 22:53:27;A;20.7;0.15
2022-03-14 04:34:05;A;28.7;-0.22
2022-02-09 20:46:23;A;29.8;0.29
2022-05-27 12:45:59;A;26.8;0.45
2022-09-23 23:35:11;C;16.6;0.36
2022-10-02 21:19:20;A;28.1;0.49
2022-04-14 21:41:07;A;27.3;0.42
2022-08-30 17:29:52;B;28.6;0.48
2022-08-04 01:19:01;B;27.1;-0.45
2022-02-11 00:00:46;D;24.9;-0.03
2022-03-11 04:50:14;A;29.4;0.39
2022-11-05 06:29:30;B;25.8;-0.47
2022-04-19 00:05:30;D;18.1;-0.49
2022-10-22 09:48:57;B;28.1;-0.3
2022-10-26 12:47:36;A;19.1;-0.4
2022-03-20 13:17:04;B;25.9;0.24
2022-11-28 01:59:30;C;26.3;0.51
2022-06-07 18:53:06;A;15.8;-0.02
2022-06-01 19:02:12;B;25.0;-0.35
2022-08-29 11:53:32;B;19.4;0.16
2022-08-24 23:41:43;D;19.3;-0.12
2022-12-20 11:08:28;A;15.4;0.4
2022-05-04 04:56:32;A;18.7;-0.23
2022-01-03 15:25:30;A;25.3;0.12
2022-12-24 17:13:37;A;27.5;-0.15
2022-11-09 11:18:52;A;23.4;-0.05
2022-07-17 00:18:55;A;24.3;-0.3
2022-04-17 12:49:57;A;25.1;-0.45
2022-12-28 12:50:33;D;20.3;0.57
2022-03-25 15:15:41;B;26.1;-0.37
2022-01-28 11:26:49;A;15.9;0.33
2022-10-06 23:52:14;D;21.3;0.01
2022-12-22 00:01:18;B;26.2;-0.15
2022-01-07 04:43:58;A;17.3;-0.15
2022-07-27 09:52:44;A;18.1;0.15
2022-01-23 10:19:23;B;25.6;0.48
2022-11-26 18:31:33;A;17.0;0.58
2022-01-29 19:49:51;B;29.2;-0.41
2022-03-01 14:45:48;A;28.5;0.19
2022-09-20 08:56:30;C;26.2;-0.13
2022-07-22 17:13:22;C;16.7;0.29
2022-11-13 15:40:21;B;21.9;0.05
2022-02-01 17:25:52;A;26.0;0.69
2022-05-07 06:50:32;D;15.7;-0.01
2022-11-27 14:57:35;A;18.4;-0.45
2022-04-21 00:06:12;C;16.9;0.02
2022-05-15 23:40:31;C;23.6;-0.33
2022-12-09 14:18:05;C;24.5;-0.33
2022-12-05 06:31:50;B;19.9;0.36
2022-05-25 05:41:44;A;29.7;-0.43
2022-06-01 04:17:29;A;26.7;0.89
2022-07-25 15:24:07;B;18.1;0.35
2022-02-18 00:21:04;A;18.6;-0.16
2022-04-18 23:09:32;A;22.0;0.78
2022-07-03 04:23:54;B;18.8;0.89
2022-07-01 00:11:13;B;23.0;0.01
2022-02-06 10:20:08;A;23.4;-0.04
2022-12-13 17:02:22;B;21.9;0.0
2022-03-06 09:19:03;D;27.6;0.45
2022-04-03 00:49:00;A;17.8;-0.09
2022-05-05 23:40:42;A;16.1;-0.37
2022-07-01 23:27:31;C;23.3;0.71
2022-01-23 16:45:26;B;16.6;0.66
2022-08-17 12:52:39;A;24.8;0.97
2022-12-15 20:54:13;B;22.6;0.49
2022-07-02 04:20:03;D;21.1;0.55
2022-05-21 11:07:24;A;25.0;-0.48
2022-06-02 13:22:01;D;16.4;0.46
2022-09-16 03:29:03;D;26.0;-0.19
2022-03-11 22:18:19;A;17.9;0.56
2022-02-28 03:39:53;A;15.2;0.62
2022-04-28 08:16:00;A;25.9;0.54
2022-06-23 01:34:42;A;20.4;0.52
2022-09-05 07:24:10;B;26.6;-0.07
2022-10-15 09:35:58;C;19.7;0.84
2022-05-17 00:20:04;A;26.1;0.21
2022-09-25 10:27:12;B;26.1;0.15
2022-04-18 01:12:36;C;21.2;-0.36
2022-09-04 01:21:35;D;15.9;0.08
2022-03-14 14:10:05;B;17.0;0.89
2022-04-16 22:04:29;D;16.1;-0.25
2022-03-13 21:38:53;A;16.2;0.62
2022-02-18 13:48:29;A;25.1;0.4
2022-01-20 10:12:32;B;18.6;0.96
2022-06-11 18:04:10;A;15.1;0.26
2022-08-10 02:23:36;A;25.0;0.25
2022-12-21 22:41:22;C;28.6;0.42
2022-11-09 08:53:58;A;15.8;-0.49
2022-09-12 18:45:06;A;27.9;-0.36
2022-02-20 17:16:26;A;26.3;0.02
2022-01-05 17:53:35;D;29.0;0.01
2022-09-17 10:04:44;A;21.5;-0.3
2022-04-02 11:35:35;A;16.3;0.72
2022-01-12 10:29:42;A;25.7;-0.07
2022-11-18 06:13:40;A;28.6;0.84
2022-10-24 18:35:22;D;25.7;0.55
2022-04-13 00:24:13;B;15.6;-0.04
2022-05-10 10:24:14;B;22.4;0.05
2022-09-29 19:36:18;A;22.4;0.08
2022-07-11 02:14:43;B;26.4;0.84
2022-05-09 14:30:14;A;15.4;0.59
2022-11-22 05:44:46;A;28.1;0.01
2022-02-28 11:22:26;A;28.3;0.29
2022-04-10 22:12:35;A;15.6;-0.42
2022-05-05 09:39:51;A;22.7;-0.31
2022-06-10 09:23:47;D;22.0;0.55
2022-03-27 14:36:31;A;29.8;0.15
2022-11-22 15:07:47;A;16.9;0.29
2022-04-01 12:52:41;B;24.5;-0.39
2022-11-10 02:55:56;A;28.9;0.68
2022-12-18 14:35:16;B;15.2;0.13
2022-04-28 21:30:26;B;24.5;0.3
2022-12-09 13:24:24;B;28.6;0.51
2022-03-21 21:34:58;C;21.5;-0.26
2022-11-27 22:08:17;B;29.5;-0.18
2022-05-05 18:26:28;D;18.5;0.01
2022-12-23 09:04:24;B;18.2;0.11
2022-03-02 15:36:33;B;15.8;-0.36
2022-11-02 00:10:43;B;26.0;0.11
2022-10-12 19:16:35;A;21.5;0.75
2022-06-17 14:46:51;C;17.2;0.81
2022-10-19 14:52:36;A;18.3;-0.01
2022-01-01 09:21:52;B;24.9;-0.49
2022-04-30 08:45:26;A;24.8;0.57
2022-01-07 05:55:03;A;27.3;0.29
2022-03-27 20:04:59;B;21.5;0.46
2022-08-03 07:16:56;A;28.9;-0.1
2022-03-04 14:26:40;A;20.6;-0.06
2022-10-04 21:11:59;C;16.6;-0.25
2022-07-14 19:58:47;A;29.2;-0.2
2022-01-31 06:54:18;A;24.8;-0.05
2022-09-14 01:41:36;A;28.2;0.94
2022-12-24 07:55:52;A;29.3;0.74
2022-07-19 06:36:58;C;19.4;0.1
2022-10-14 06:53:51;A;27.3;0.35
2022-08-01 13:52:46;D;19.3;0.84
2022-01-27 00:01:17;D;17.3;0.53
2022-10-08 15:25:59;A;24.1;0.31
2022-05-08 11:35:42;B;27.7;-0.33
2022-09-01 12:51:39;A;25.1;-0.49
2022-05-18 11:46:23;C;26.9;0.69
2022-06-27 09:07:11;B;28.5;0.84
2022-06-06 14:37:09;A;23.2;0.55
2022-02-26 20:12:43;B;19.1;0.94
2022-10-13 11:07:00;B;15.1;-0.07
2022-07-27 12:22:25;D;19.6;0.54
2022-10-20 10:28:01;A;21.5;-0.17
2022-01-27 07:02:23;B;23.1;0.14
2022-12-09 05:29:30;A;25.0;-0.2
2022-11-03 13:23:01;A;18.0;0.58
2022-10-01 05:24:28;B;20.9;-0.41
2022-04-12 16:29:29;B;22.7;-0.12
2022-05-15 09:23:45;A;24.2;0.31
2022-11-28 12:53:26;B;25.7;0.86
2022-08-04 18:56:32;A;27.7;0.13
2022-11-09 04:41:51;A;20.4;-0.26
2022-04-12 09:17:16;B;29.0;0.1
2022-07-24 12:51:13;B;22.5;0.03
2022-09-22 15:16:11;D;16.0;0.79
2022-11-06 11:44:56;C;29.3;-0.29
2022-08-14 13:52:43;A;15.5;0.67
2022-01-20 01:52:58;D;16.6;0.92
2022-06-10 21:05:15;B;26.6;-0.09
2022-01-27 16:21:08;C;25.4;-0.19
2022-06-05 06:56:30;A;17.7;0.88
2022-05-18 16:48:57;A;19.2;0.61
2022-10-18 03:18:09;A;17.3;-0.46
2022-06-14 23:25:04;B;17.7;-0.47
2022-09-25 12:20:32;D;28.4;0.9
2022-12-28 08:53:49;B;27.0;-0.48
2022-05-08 10:00:39;A;20.2;-0.05
2022-05-20 10:38:56;A;15.3;-0.45
2022-08-09 00:27:41;B;26.5;-0.1
2022-08-19 22:24:05;B;19.0;-0.03
2022-09-13 12:13:29;B;22.6;-0.08
2022-08-30 18:54:39;A;16.4;0.44
2022-12-29 19:29:21;A;25.5;-0.03
2022-09-28 17:19:19;B;26.7;0.63
2022-12-17 10:03:47;B;22.8;0.94
2022-10-31 08:20:33;B;29.3;-0.48
2022-03-15 16:16:22;D;25.1;0.96
2022-05-14 19:28:38;B;19.1;-0.34
2022-04-15 14:27:55;C;28.9;-0.01
2022-11-04 12:27:52;C;23.1;0.52
2022-01-31 01:13:29;B;18.9;0.44
2022-03-04 05:53:27;A;20.9;-0.06
2022-01-20 07:24:33;B;17.4;0.18
2022-10-02 20:15:16;A;23.9;-0.18
2022-04-06 18:32:39;A;24.7;-0.05
2022-07-23 00:21:16;B;19.7;-0.3
2022-08-08 19:55:21;A;29.5;0.69
2022-11-05 04:37:53;B;15.8;0.25
2022-05-15 05:36:40;D;19.4;0.76
2022-07-24 17:48:59;D;18.5;-0.38
2022-10-24 07:38:00;B;21.8;0.94
2022-09-04 08:22:00;A;18.5;0.7
2022-08-29 12:48:47;D;21.9;0.58
2022-05-23 20:35:36;D;18.5;0.93
2022-04-13 23:54:47;A;15.5;-0.38
2022-03-29 01:55:15;C;29.9;-0.02
2022-11-17 06:20:23;B;19.6;-0.14
2022-12-14 17:34:38;B;17.4;0.48
2022-10-07 21:59:48;A;16.7;0.22
2022-05-26 16:41:02;D;22.1;0.32
2022-09-12 09:49:45;A;20.1;-0.01
2022-08-18 23:03:51;A;17.3;0.04
2022-09-18 16:41:05;B;15.4;0.0
2022-12-31 00:19:28;A;29.7;-0.44
2022-08-13 08:09:35;C;25.5;0.05
2022-01-21 08:27:23;B;15.5;0.74
2022-06-28 22:17:56;B;27.2;0.86
2022-08-15 23:36:01;B;24.1;-0.29
2022-07-08 09:47:34;B;17.0;0.27
2022-03-12 16:11:56;B;20.5;0.58
2022-05-26 16:05:16;C;24.5;-0.49
2022-06-13 21:48:17;A;28.7;0.52
2022-12-02 13:47:06;B;24.2;0.07
2022-09-11 02:18:05;A;20.7;0.03
2022-10-17 20:28:14;A;26.4;0.4
2022-06-30 11:06:18;B;22.0;0.75
2022-02-23 00:30:45;B;22.1;0.21
2022-10-08 16:57:42;B;17.3;0.54
2022-11-21 19:16:23;B;15.2;0.87
2022-04-02 01:50:59;C;16.4;0.02
2022-07-06 11:08:38;C;25.0;-0.23
2022-01-30 15:08:21;A;19.1;-0.49
2022-01-20 20:51:36;B;17.3;-0.27
2022-04-16 18:18:34;B;24.2;0.78
2022-12-25 11:06:46;A;17.3;0.26
2022-12-18 19:54:51;A;22.1;0.42
2022-01-09 03:39:20;C;25.6;-0.16
2022-03-09 13:15:05;A;17.6;0.12
2022-03-27 21:33:14;C;17.3;0.61
2022-06-15 17:30:15;A;18.6;0.74
2022-12-25 21:57:56;A;19.3;0.77
2022-05-02 09:26:42;B;28.8;0.34
2022-01-21 03:33:32;B;25.7;0.08
2022-10-29 01:12:33;B;19.6;0.88
2022-12-28 17:22:03;A;27.0;0.72
2022-12-23 00:28:48;A;22.1;0.53
2022-07-27 22:15:56;C;21.7;0.18
2022-12-02 15:24:57;A;18.4;-0.12
2022-09-19 01:50:57;B;16.8;0.73
2022-05-12 21:35:33;A;21.9;0.1
2022-01-22 01:51:24;B;26.8;-0.48
2022-01-14 18:25:02;A;19.9;0.82
2022-05-08 11:14:31;A;17.1;0.88
2022-10-07 17:04:51;B;15.7;0.92
2022-05-31 09:53:00;A;20.4;0.7
2022-08-10 06:01:38;C;18.1;-0.42
2022-12-29 21:49:56;A;24.6;-0.47
2022-09-25 06:50:54;A;20.2;0.06
2022-12-05 17:18:36;A;21.1;0.73
2022-04-14 22:39:22;C;25.2;0.53
2022-07-01 02:57:14;A;28.5;-0.39
2022-09-04 02:42:49;B;23.0;0.3
2022-07-12 21:44:32;A;17.0;-0.42
2022-07-04 05:20:31;B;29.2;0.62
2022-08-12 13:59:18;A;25.6;0.53
2022-05-28 13:51:08;C;17.8;0.62
2022-06-16 02:57:13;A;22.9;0.28
2022-12-31 19:11:50;A;24.2;-0.2
2022-04-03 10:48:58;B;26.6;-0.28
2022-08-02 14:08:23;C;15.4;0.76
2022-01-29 12:37:06;A;18.8;-0.16
2022-01-15 17:47:15;B;28.9;-0.08
2022-06-20 18:51:04;D;15.1;-0.12
2022-01-17 20:59:24;A;25.4;-0.06
2022-02-24 17:34:49;A;16.3;0.86
2022-09-29 22:23:41;B;21.2;0.19
2022-08-04 17:52:16;D;27.0;0.38
2022-05-09 18:56:03;A;15.4;0.3
2022-04-06 16:30:02;A;23.9;0.41
2022-12-04 20:42:28;B;29.9;0.41
2022-08-26 06:05:24;B;22.0;0.23
2022-07-15 20:02:03;D;21.1;0.69
2022-08-12 00:34:15;C;23.2;0.83
2022-01-27 04:34:50;A;27.1;-0.22
2022-03-05 23:05:15;B;23.8;0.22
2022-10-29 04:00:11;B;26.6;0.19
2022-04-08 10:09:19;A;21.1;0.93
2022-08-31 04:06:06;A;16.2;-0.26
2022-07-30 06:10:08;A;16.1;0.5
2022-06-09 00:19:02;B;25.5;-0.32
2022-12-10 05:23:42;B;15.1;0.76
2022-06-03 19:07:45;B;28.1;0.65
2022-11-24 11:52:29;B;15.2;0.28
2022-02-21 07:28:21;C;18.0;0.39
2022-05-08 23:26:33;A;25.1;0.83
2022-07-08 02:38:58;B;28.0;0.14
2022-10-05 08:34:09;A;23.2;0.94
2022-11-24 16:31:36;A;25.5;0.03
2022-09-27 10:00:17;A;23.0;-0.33
2022-06-13 09:34:53;A;20.8;0.22
2022-01-26 03:54:19;B;21.7;-0.05
2022-06-18 16:50:35;D;17.7;0.82
2022-09-08 04:00:06;A;24.4;0.09
2022-06-08 17:25:19;B;27.7;0.77
2022-08-19 12:53:44;D;27.1;0.17
2022-08-05 23:47:15;A;19.5;0.12
2022-06-01 11:49:37;B;27.3;0.1
2022-02-06 16:50:00;C;25.0;-0.04
2022-09-14 15:57:34;A;29.9;0.34
2022-10-22 07:42:36;D;27.7;-0.38
2022-10-19 05:29:13;A;20.5;0.24
2022-08-16 09:41:37;A;16.0;-0.32
2022-03-24 22:09:28;D;23.4;0.66
2022-01-14 10:24:53;C;22.0;0.35
2022-07-24 18:45:48;A;18.7;-0.35
2022-06-24 16:35:16;B;15.8;0.05
2022-02-25 03:38:26;A;28.4;0.56
2022-10-01 02:53:51;B;26.9;0.0
2022-06-01 06:44:28;A;15.0;0.85
2022-01-14 02:58:23;D;20.1;-0.48
2022-02-10 03:41:06;C;29.1;0.56
2022-07-29 13:17:13;B;17.6;-0.03
2022-07-29 06:02:43;A;18.9;-0.2
2022-05-15 17:07:53;B;23.1;0.38
2022-12-25 20:59:26;A;15.8;0.59
2022-05-20 18:59:15;A;20.0;-0.29
2022-10-22 10:34:50;B;17.2;-0.49
2022-11-03 00:47:00;C;15.7;0.99
2022-01-03 16:15:26;C;22.7;0.4
2022-07-15 13:33:48;C;21.4;-0.02
2022-08-14 08:05:16;A;20.3;0.84
2022-02-14 13:07:52;B;22.6;0.3
2022-04-17 17:04:27;A;17.1;0.19
2022-10-13 18:59:50;B;20.2;0.19
2022-06-16 15:25:08;A;16.4;0.93
2022-11-04 19:59:32;A;24.4;0.14
2022-01-10 00:03:34;B;17.9;0.43
2022-03-31 04:18:07;D;27.7;0.14
2022-03-08 10:58:24;C;18.1;0.48
2022-07-11 03:46:50;A;18.2;0.0
2022-11-25 10:53:51;A;27.4;0.9
2022-03-26 06:27:48;A;27.3;0.78
2022-07-28 15:42:48;A;23.5;-0.42
2022-06-19 21:04:24;A;15.8;-0.48
2022-08-31 17:25:11;B;18.4;-0.47
2022-04-17 11:55:01;B;20.9;-0.37
2022-09-21 13:24:09;A;19.1;0.72
2022-04-26 22:18:51;A;22.1;-0.3
2022-12-03 20:36:27;B;18.8;-0.5
2022-02-16 18:41:03;D;20.7;0.6
2022-07-21 04:15:41;B;25.1;-0.24
2022-05-22 08:15:29;A;20.9;0.25
2022-04-12 13:42:49;B;29.0;-0.05
2022-07-28 08:48:17;D;21.7;0.22
2022-07-06 01:00:22;B;27.8;0.93
2022-10-22 22:07:16;A;28.2;-0.49
2022-09-14 21:12:27;B;25.2;-0.14
2022-05-17 09:12:04;A;17.0;-0.05
2022-03-11 16:45:52;A;28.2;0.97
2022-10-25 08:21:10;A;28.9;0.51
2022-09-25 06:39:08;A;25.7;0.06
2022-11-30 23:07:06;A;18.9;0.53
2022-07-08 12:02:35;A;18.0;0.96
2022-09-17 01:26:15;A;20.5;0.08
2022-02-10 12:04:13;B;27.4;0.5
2022-07-07 04:57:26;D;22.5;0.41
2022-03-09 13:02:37;C;20.0;0.74
2022-06-25 20:59:43;A;17.7;0.68
2022-06-10 19:13:21;C;28.5;0.59
2022-03-14 14:24:45;A;23.2;0.74
2022-07-26 00:36:02;A;23.6;-0.49
2022-02-03 04:02:52;B;21.3;0.03
2022-04-19 22:49:01;A;18.5;-0.09
2022-07-12 05:17:10;A;25.2;-0.03
2022-02-24 12:46:14;A;21.0;0.85
2022-12-24 01:36:00;D;27.6;0.39
2022-08-04 17:34:58;A;19.8;0.92
2022-04-13 03:37:39;B;26.8;0.84
2022-01-03 08:41:55;C;26.5;0.51
2022-05-27 02:53:27;D;22.4;-0.27
2022-01-01 01:57:29;A;21.1;0.55
2022-06-27 12:52:59;A;29.3;0.46
2022-07-08 19:30:04;A;20.5;-0.35
2022-05-18 10:11:44;B;23.3;0.75
2022-07-27 22:38:12;C;16.8;-0.14
2022-08-23 11:52:49;B;20.4;-0.11
2022-03-13 14:26:47;C;16.4;0.34
2022-01-02 10:57:43;A;27.7;0.04
2022-07-04 13:04:18;A;21.2;-0.23
2022-07-22 18:23:20;A;26.1;-0.13
2022-05-29 04:17:37;A;19.3;-0.07
2022-03-07 23:47:13;B;18.7;0.26
2022-12-16 19:40:59;A;29.6;0.2
2022-10-05 14:58:18;A;15.4;-0.28
2022-07-26 09:15:32;A;29.0;0.34
2022-09-30 13:19:18;A;15.7;0.93
2022-04-21 09:06:37;B;24.1;-0.21
2022-04-09 16:37:06;A;29.6;0.58
2022-04-06 15:05:29;B;25.6;-0.15
2022-04-03 16:13:11;A;24.1;0.51
2022-05-25 09:22:24;B;28.6;-0.08
2022-03-20 16:04:50;C;20.5;-0.41
2022-10-22 23:36:51;B;23.0;0.62
2022-08-18 18:10:25;B;29.2;-0.13
2022-12-30 01:57:42;C;22.6;-0.24
2022-07-15 19:06:54;D;25.4;0.79
2022-02-26 05:58:52;B;15.9;0.6
2022-09-24 08:34:44;B;18.4;0.84
2022-09-10 02:27:45;A;24.4;0.08
2022-11-02 12:43:35;A;17.8;0.95
2022-04-03 14:29:09;A;15.4;0.39
2022-11-12 01:52:09;C;29.4;0.31
2022-12-30 15:35:24;D;15.4;0.47
2022-10-16 21:05:30;B;23.7;0.56
2022-06-04 20:51:10;C;19.5;0.07
2022-01-07 22:14:48;A;18.7;0.59
2022-07-19 19:18:08;B;26.6;-0.29
2022-12-10 00:53:44;A;22.8;-0.19
2022-01-16 15:29:53;D;29.8;0.33
2022-04-13 00:26:38;A;20.8;-0.03
2022-06-20 06:45:46;B;19.7;-0.21
2022-04-06 03:33:37;A;20.0;0.52
2022-02-18 01:35:48;A;28.3;0.83
2022-10-18 05:05:18;A;28.8;0.65
2022-11-28 20:42:08;A;27.0;0.34
2022-03-18 13:40:44;D;27.7;0.05
2022-06-14 19:20:39;B;24.1;0.52
2022-03-27 15:30:57;D;19.0;0.82
2022-08-22 22:40:00;A;17.1;0.5
2022-12-14 01:22:48;A;20.8;0.03
2022-11-21 15:49:29;B;17.8;-0.22
2022-09-01 18:11:31;B;25.3;-0.16
2022-08-13 21:56:29;B;17.7;0.64
2022-04-18 17:00:02;A;16.0;-0.46
2022-08-11 19:05:56;A;27.5;0.14
2022-10-31 05:31:27;A;19.1;-0.01
2022-09-13 06:17:06;B;15.8;0.15
2022-08-15 04:31:11;C;29.3;0.7
2022-08-08 03:43:09;C;16.7;0.81
2022-09-21 10:14:48;D;28.2;0.24
2022-10-09 04:53:28;A;26.9;-0.47
2022-08-29 17:16:14;B;24.8;-0.34
2022-05-28 13:59:21;B;25.6;0.96
2022-07-10 10:47:38;B;23.1;0.45
2022-11-01 02:52:39;A;20.3;0.84
2022-09-20 22:03:04;A;21.4;-0.5
2022-10-04 15:30:47;A;29.3;-0.43
2022-11-07 06:13:28;A;23.9;0.21
2022-12-20 14:44:53;B;22.5;0.05
2022-05-02 07:55:00;A;24.4;0.16
2022-01-28 00:34:49;A;22.2;0.49
2022-11-14 00:27:39;B;24.6;-0.34
2022-06-19 22:52:15;B;18.0;-0.39
2022-08-08 08:26:06;A;22.3;0.77
2022-10-08 10:08:43;C;22.3;0.93
2022-10-14 17:21:58;A;18.5;0.9
2022-08-16 18:02:07;D;29.0;0.17
2022-07-12 09:12:05;C;29.1;-0.12
2022-03-25 00:57:15;A;15.2;-0.22
2022-09-27 08:15:05;B;16.1;-0.3
2022-08-04 07:55:00;A;19.0;0.78
2022-03-04 06:58:04;B;29.3;0.63
2022-09-09 12:17:51;D;21.0;-0.12
2022-11-29 06:39:38;A;15.7;0.3
2022-05-03 03:41:28;B;26.1;0.06
2022-03-04 02:12:00;B;15.0;0.73
2022-01-18 14:45:46;A;26.8;-0.04
2022-09-26 22:06:08;A;18.7;0.31
2022-04-01 18:30:54;B;20.5;-0.24
2022-09-22 19:40:25;A;22.6;0.51
2022-08-18 10:56:19;A;23.1;-0.19
2022-07-15 12:54:19;B;19.4;0.19
2022-03-04 10:17:49;D;19.8;-0.26
2022-08-07 21:05:45;C;20.2;0.84
2022-05-01 09:38:16;A;16.7;0.63
2022-10-03 20:50:07;B;18.0;0.7
2022-10-19 17:38:30;A;16.4;-0.42
2022-05-16 01:37:50;B;20.7;0.58
2022-01-26 17:56:49;A;27.7;-0.37
2022-09-19 23:59:12;B;22.4;0.84
2022-06-28 10:39:51;C;17.8;0.6
2022-01-15 19:58:42;A;29.5;0.61
2022-12-18 07:16:30;A;27.2;-0.5
2022-10-01 11:35:58;A;18.9;-0.26
2022-05-11 12:45:00;A;28.8;-0.31
2022-04-18 21:28:06;A;19.2;-0.31
2022-04-18 05:01:31;D;26.6;0.63
2022-11-16 02:02:28;A;15.2;-0.01
2022-04-22 09:29:03;A;23.5;0.05
2022-11-05 11:19:32;B;23.4;0.15
2022-05-18 15:39:19;D;23.6;0.48
2022-11-07 09:05:28;A;23.2;0.48
2022-11-21 10:32:19;A;17.5;0.06
2022-02-18 19:45:17;B;24.3;0.0
2022-09-26 12:02:08;B;24.9;0.85
2022-10-24 19:47:50;A;26.1;0.44
2022-09-20 21:22:17;B;24.3;0.8
2022-09-09 21:39:03;B;27.6;0.81
2022-06-27 03:17:11;A;16.7;0.72
2022-10-04 06:51:52;B;27.9;0.66
